State,County_Name,socio_index,built_index,air_index,land_index,water_index,environmental_quality_index
AL,Autauga County,-0.525909543,1.31299293,-0.366158217,-0.018733162,-1.428258181,0.284681678
AL,Baldwin County,-0.702319086,0.3186979,0.713883579,0.401319623,-0.084552139,0.754969418
AL,Barbour County,0.690728128,0.117606871,0.573405206,-0.138942406,-1.4241153,-0.005637936
AL,Bibb County,0.812095702,1.747703195,0.122386821,-1.236887336,-1.424622178,0.304039747
AL,Blount County,0.431407839,2.393971682,0.224432126,0.245167181,-1.407843232,1.141660571
AL,Bullock County,0.924293756,0.702077329,0.413131952,-0.44311437,-1.424716949,0.104423791
AL,Butler County,0.819170475,0.353290945,-0.229969397,0.082912274,-1.43142581,-0.298002362
AL,Calhoun County,0.08986073,0.315730959,-0.250055522,0.016947431,-1.419918537,-0.248880327
AL,Chambers County,0.677756667,0.412296176,0.887424469,-0.386748105,-1.4113276,0.269483507
AL,Cherokee County,0.825951397,0.358172804,0.451381773,0.518076897,-1.415982485,0.206555888
AL,Chilton County,0.486086309,1.351551056,0.29326272,-0.350253999,-1.418786168,0.463772893
AL,Choctaw County,1.139810324,0.26028052,0.162103206,-1.130024552,-1.14601624,-0.426446348
AL,Clarke County,0.924053967,-0.082030676,0.121659398,-0.911905348,-1.431213856,-0.600317836
AL,Clay County,1.267358303,0.531843603,0.078893192,-0.390908897,-1.415223956,-0.205645248
AL,Cleburne County,1.129338503,2.072575092,0.024906315,-0.708144248,-1.405661941,0.520031512
AL,Coffee County,-0.022996491,0.511440337,0.173356771,0.899606764,-1.42737484,0.337478161
AL,Colbert County,0.203588814,-0.0201053,0.232448861,0.821660459,-1.410149574,0.042118575
AL,Conecuh County,1.256991506,1.256994247,0.966854692,-0.669914186,-1.430903316,0.610740781
AL,Coosa County,1.278228402,3.293241501,-0.346096158,-0.814807117,-1.421688676,0.907533228
AL,Covington County,0.700593352,-0.03471737,0.098189488,0.441462308,-1.426863909,-0.208462611
AL,Crenshaw County,0.686180115,0.328407109,-0.243687972,-0.172258094,-1.430532455,-0.367453426
AL,Cullman County,0.499357849,1.188180447,-0.440398484,0.333530009,-1.411561489,0.136299729
AL,Dale County,0.081781507,0.457470298,0.391331553,0.591908753,-1.427821755,0.339372873
AL,Dallas County,0.845865607,-0.084509663,0.395161092,0.285067886,-1.421255469,-0.124459006
AL,DeKalb County,0.94635123,0.933901727,0.207449183,0.384780616,-1.406445146,0.325308442
AL,Elmore County,-0.352660239,1.385805368,0.377780557,0.14084588,-1.4152596,0.767408967
AL,Escambia County,0.852498353,0.305117726,0.467186034,0.552284777,-1.4316113,0.189789593
AL,Etowah County,0.206612766,0.325071573,0.218352556,-0.037609048,-1.410824895,-0.005261273
AL,Fayette County,0.908532083,0.895738482,1.014078736,-0.041778941,-1.410664558,0.657499135
AL,Franklin County,0.742812216,1.18273437,0.056013912,-0.226525366,-1.41033268,0.239198387
AL,Geneva County,0.863430738,0.935712039,0.373006135,0.933957338,-1.426043749,0.56959343
AL,Greene County,1.289274216,-0.089270674,-0.016242074,-1.088906288,-1.426042199,-0.77514708
AL,Hale County,1.183316231,0.68932575,0.063449331,-0.211017996,-1.427396894,-0.075531013
AL,Henry County,0.759028077,0.932938159,0.041420061,0.816305041,-1.428391576,0.362373173
AL,Houston County,-0.194189698,-0.261777133,-0.055543583,1.080478191,-1.428092241,-0.134432897
AL,Jackson County,0.606584668,0.697698116,0.378169149,0.317702681,-1.405368567,0.324180692
AL,Jefferson County,-1.281384945,-0.036545709,0.350856304,-1.437858224,-1.414439201,-0.290235251
AL,Lamar County,1.09214437,1.590343356,1.60827148,-0.518021643,-1.4288342,1.213774562
AL,Lauderdale County,-0.12666738,0.485497802,0.27659741,0.707775533,-1.409897327,0.349630684
AL,Lawrence County,0.419405609,1.516998291,1.128578067,1.055181146,-1.409310222,1.400601387
AL,Lee County,-0.888756096,0.45721963,0.552366912,-0.411505073,-1.414347053,0.300772458
AL,Limestone County,-0.367723614,1.715940475,0.942885995,1.280656934,-1.407723546,1.562284112
AL,Lowndes County,1.130757809,0.767079771,0.836874127,0.273874372,-1.43355298,0.536653996
AL,Macon County,0.494622707,0.126238883,0.109492347,-0.055515677,-1.414067149,-0.215706125
AL,Madison County,-1.777256608,0.188860327,0.187196419,0.819111168,-1.41016078,0.385841489
AL,Marengo County,0.525017142,-0.522234917,0.95786649,-0.916361332,-1.42351985,-0.306253105
AL,Marion County,0.831103504,1.095195651,0.034376815,-0.010815588,-1.410813332,0.224537343
AL,Marshall County,0.294546068,0.607755005,0.107805699,0.106938586,-1.408479929,0.108392596
AL,Mobile County,-0.448846281,0.531925082,0.369741082,0.129735842,-1.430259585,0.316071063
AL,Monroe County,0.832552075,0.615466416,1.169911623,0.252706587,-1.428900123,0.679868042
AL,Montgomery County,-1.023962617,-0.176979005,-0.126627907,-0.123971529,-1.421425462,-0.331512153
AL,Morgan County,-0.280830353,0.590951681,0.876567602,0.212161005,-1.409978628,0.638757408
AL,Perry County,1.194646597,1.758857131,1.11423862,-0.262997359,-1.417787552,1.077033043
AL,Pickens County,0.952495933,1.543316841,-0.162746295,-0.35136801,-1.423212886,0.244250983
AL,Pike County,0.128915325,0.364479095,0.143871933,0.19657591,-1.424594045,0.041466463
AL,Randolph County,0.897872567,0.603467941,-0.214617878,-0.544087291,-1.404204607,-0.323691249
AL,Russell County,0.548554182,0.631618917,0.041535299,-0.062057555,-1.417058587,0.004846624
AL,St. Clair County,-0.011776279,1.884843826,1.12213254,-0.842168689,-1.420804262,1.155899405
AL,Shelby County,-1.947612405,0.995354593,0.720459223,-0.316581935,-1.421647072,0.84392333
AL,Sumter County,1.374735236,0.017940838,1.349639297,-0.799856067,-1.430850506,0.121097185
AL,Talladega County,0.513521969,0.683802783,0.07896585,0.10893622,-1.413163543,0.103391588
AL,Tallapoosa County,0.489678264,0.265708536,0.877246678,-0.684686244,-1.41328311,0.132995114
AL,Tuscaloosa County,-0.70861572,0.559311509,0.068274394,-0.546708465,-1.413769364,0.021346757
AL,Walker County,0.84482491,0.96606642,0.918814421,-0.490492135,-1.410413265,0.533029199
AL,Washington County,1.170948267,1.383875012,0.536091208,-0.411806107,-1.429960847,0.51141268
AL,Wilcox County,1.472316623,-0.42801258,0.101736456,-0.363202512,-1.419965386,-0.723148227
AL,Winston County,0.88784945,1.148721218,-0.420979083,-0.116110958,-1.410684824,-0.040561404
AK,Aleutians East Borough,1.356057763,-0.810252309,-0.275604874,-4.089254856,0.039182782,-1.814767003
AK,Aleutians West Census Area,0.835652232,0.270107329,-2.746377707,-3.621204615,-0.031680733,-2.469828367
AK,Anchorage Municipality,-1.780326962,-0.166506097,-1.853399634,-3.709294081,0.696187198,-1.737772226
AK,Bethel Census Area,0.837513626,0.207784489,-0.349651724,-3.932027102,0.055668291,-1.204412222
AK,Bristol Bay Borough,-0.051247001,-3.879305601,-2.030935049,-3.559368372,-0.027485255,-4.134772778
AK,Denali Borough,-0.25121063,-2.66727066,-2.461709738,-3.983752251,-0.176313236,-3.847362041
AK,Dillingham Census Area,0.44119522,-1.111117125,-2.161248207,-3.607500553,0.02111735,-2.805888891
AK,Fairbanks North Star Borough,-0.98744911,-0.439329743,-1.964819908,-3.939100504,0.916528821,-2.067767859
AK,Haines Borough,-0.684388459,-2.502143145,-0.229270354,-4.231731415,0.040350981,-2.457036018
AK,"Hoonah-Angoon Census Area, AK",1.113398671,-2.213242769,-6.712673664,-3.891494989,-1.403253913,-6.40856123
AK,Juneau City and Borough,-1.84852016,-1.306329489,-2.643404484,-3.951565742,-0.33576709,-3.040363789
AK,Kenai Peninsula Borough,-0.354065031,-1.401275277,-1.724655628,-3.869323969,0.194379672,-2.642913342
AK,Ketchikan Gateway Borough,-0.825609088,-1.973290801,-1.162740707,-3.882939577,-0.259986639,-2.654629707
AK,Kodiak Island Borough,-0.051258471,-1.40865016,-1.257989049,-3.666679382,0.028249875,-2.399940252
AK,Lake and Peninsula Borough,1.733718514,-2.211123943,-1.107945561,-3.498965502,-0.21689865,-2.977180243
AK,Matanuska-Susitna Borough,-0.404807687,0.770714045,-2.793375492,-4.088380337,0.125828877,-2.159531355
AK,Nome Census Area,0.944770217,-0.833810687,-1.272549748,-4.02625227,0.018595867,-2.327906847
AK,North Slope Borough,0.695706129,1.893131852,-2.294337273,-3.65245676,0.220489919,-1.292866468
AK,Northwest Arctic Borough,1.482540846,0.513890862,-1.944265008,-3.945407867,-0.189274222,-2.08234787
AK,Petersburg Census area,0.643494725,-2.667629957,-6.697054386,-3.861012936,-1.405281305,-6.572124004
AK,Price of Wales Hyder Census Area,1.241792202,-1.948719978,-6.695549965,-3.551101208,-1.412462592,-6.188779354
AK,Sitka City and Borough,-1.286674857,-2.174989462,-2.222515345,-3.714832306,-0.394902587,-3.285947084
AK,Skagway Municipality,0.139897421,-3.178009033,-6.715335369,-3.85490489,-1.406318069,-6.786419392
AK,Southeast Fairbanks Census Area,0.267740101,-0.982600749,-2.044242382,-3.945395231,0.059384327,-2.728585958
AK,Valdez-Cordova Census Area,-0.099361099,-2.669143438,-2.355720282,-3.916242361,-0.041197043,-3.765081406
AK,Wade Hampton Census Area,2.062921524,1.310358524,-2.396589756,-3.566340446,0.079076685,-1.843781471
AK,Wrangell City and Borough,0.943687499,-2.343822479,-6.695231438,-3.705507755,-1.407993317,-6.398611069
AK,Yakutat City and Borough,0.337474793,-2.803408861,-2.241237402,-4.19849968,-1.421736717,-4.161128521
AK,Yukon-Koyukuk Census Area,1.581487656,-1.559689164,-2.788857698,-4.005154133,0.145200044,-3.629708052
AZ,Apache County,1.482542396,2.087209702,-1.690503955,-0.721280158,0.739518523,-0.09364292
AZ,Cochise County,-0.521648943,0.160131201,-1.026015759,-0.864785612,1.213040948,-0.425556242
AZ,Coconino County,-1.039831758,-0.494395614,-0.620460629,-1.935833216,1.025496125,-0.787204444
AZ,Gila County,0.509786725,-0.078004129,-0.108662009,-2.415707827,0.743378341,-0.654846132
AZ,Graham County,0.576363623,0.615113556,-0.778515339,-1.184346318,0.574150503,-0.389544666
AZ,Greenlee County,0.510523915,0.243554085,-0.921584606,-1.719421864,0.746643603,-0.765622497
AZ,La Paz County,1.122647285,-0.70148772,-1.56036675,-0.81792891,0.8454265,-1.459241986
AZ,Maricopa County,-1.805313706,1.020165443,-0.474071473,-0.050574929,1.611402273,0.798598051
AZ,Mohave County,0.07951542,0.740315497,1.42276752,-2.095984459,0.846604764,0.809036911
AZ,Navajo County,0.659881234,0.557173908,-0.139739096,-0.771447062,1.455286264,0.204465181
AZ,Pima County,-1.421033025,0.934192836,-0.677337408,-1.031114221,1.362243056,0.28662765
AZ,Pinal County,-0.491798133,3.013388395,0.421482533,0.122598521,1.161980391,2.155205965
AZ,Santa Cruz County,0.329158217,0.328659952,0.052465778,-1.954979181,1.303176761,-0.099101536
AZ,Yavapai County,-0.893706799,-0.352915794,-0.558548748,-2.283123493,0.924726009,-0.80472219
AZ,Yuma County,0.282438189,1.170762658,-0.267767608,0.068821587,0.925030529,0.624608517
AR,Arkansas County,0.385480583,-1.086130261,0.143614113,0.932903469,0.188520685,-0.269076198
AR,Ashley County,0.621250689,-0.560153186,-0.066635653,0.852308989,0.731942594,-0.058645211
AR,Baxter County,0.037047416,-0.567997456,0.309332818,-0.92427665,0.663604677,-0.244956642
AR,Benton County,-1.028465986,0.933368504,-0.775228143,-0.033018429,0.731563509,0.318690866
AR,Boone County,0.169234902,-0.327216178,0.611098588,0.138285935,0.679684281,0.315085053
AR,Bradley County,0.937878668,-0.546212256,-0.647657156,-0.952628493,0.677314758,-0.900088847
AR,Calhoun County,1.416007876,1.331897259,-0.367441952,-1.032099843,0.17926164,0.080272973
AR,Carroll County,0.137947932,-0.915043116,-0.385638177,-0.439384252,0.874247968,-0.672653913
AR,Chicot County,1.333052158,-1.41149807,-0.5533216,1.11834538,0.675320804,-0.822620273
AR,Clark County,0.19552359,-0.309610248,-0.219764516,-0.50660187,0.151456714,-0.417551458
AR,Clay County,0.802456677,0.482453942,-0.233788982,1.452895284,0.691909373,0.524331331
AR,Cleburne County,0.737597287,0.130845875,-0.511261761,0.112378418,-0.038885463,-0.295903802
AR,Cleveland County,0.557282805,1.254689693,-0.428336978,-1.000794888,0.71133858,0.225127116
AR,Columbia County,0.381480068,-0.344552785,-0.097774297,-0.445352376,0.746299744,-0.26335153
AR,Conway County,0.473768055,-0.262281537,0.36326766,0.850629926,-0.020388111,0.221391782
AR,Craighead County,-0.389971673,0.142793342,-0.709468901,1.538740277,-0.055271074,0.111045197
AR,Crawford County,0.336700946,1.190206766,-0.028104957,-0.146642044,0.696051061,0.665314555
AR,Crittenden County,0.365472972,0.109070726,-0.103400804,1.287407994,0.669681132,0.410271674
AR,Cross County,0.5692662,-0.118574023,0.813596547,1.153880954,0.777151108,0.769737601
AR,Dallas County,0.88123244,-0.553241074,-0.154151455,-1.208461642,-1.424997449,-1.077411532
AR,Desha County,0.82282877,-1.561784744,-0.128176868,1.408505559,0.630251348,-0.52743417
AR,Drew County,0.283422798,-0.547918439,-0.296229988,0.942626297,0.671615064,-0.126488581
AR,Faulkner County,-0.85582,1.004883528,-0.337616801,0.395740509,-0.015572267,0.553277731
AR,Franklin County,0.884065628,0.043607846,-0.309641719,0.014144085,0.109427065,-0.244282544
AR,Fulton County,1.132895708,0.384211868,-0.68736726,-0.637960732,0.663855791,-0.375005931
AR,Garland County,-0.217164814,-0.075891383,-0.839568794,-1.856615067,-0.072137013,-0.983013391
AR,Grant County,0.268758982,1.254614949,-0.148198649,-1.126964688,-1.423801184,-0.012127956
AR,Greene County,0.312679857,0.663090527,0.402574569,1.323134661,0.138278261,0.908492744
AR,Hempstead County,0.732438326,-0.228589833,-0.247224629,-0.062055539,0.71298784,-0.239756927
AR,Hot Spring County,0.489979416,1.12698102,0.438651055,-0.224651515,-0.010771845,0.723939061
AR,Howard County,0.853907704,-0.778102756,-0.042253219,0.360235721,0.698592722,-0.324542344
AR,Independence County,0.333482057,0.039560199,0.042868663,0.650562942,0.161513582,0.200404644
AR,Izard County,0.741582572,0.205258846,-0.005718007,-0.173010603,0.676802516,0.091357492
AR,Jackson County,1.196365714,-0.215307504,-0.493562877,1.036857009,0.752624333,-0.141781732
AR,Jefferson County,0.192997694,-0.571619809,-0.214297697,1.258494139,0.743115604,0.014472174
AR,Johnson County,0.714493573,0.621475697,0.543123662,-0.341356575,0.672729313,0.583785176
AR,Lafayette County,1.455366969,-0.479208529,-0.967787027,0.713194907,0.713751972,-0.676518321
AR,Lawrence County,1.097826838,0.194563046,0.163367152,1.074215293,-0.081462443,0.315157682
AR,Lee County,1.431784749,-0.06867893,-0.433074713,1.314231396,0.28386268,-0.076715074
AR,Lincoln County,1.217515111,1.633148789,-0.236589462,1.236709476,0.715975165,1.028410912
AR,Little River County,0.753592968,-0.135968029,-0.177834153,0.554641843,0.140492171,-0.102049701
AR,Logan County,0.722789228,0.536500216,0.435800612,0.26722905,0.107407749,0.527595639
AR,Lonoke County,-0.109415613,1.475195885,-0.809556544,1.22767365,0.747749329,0.79591769
AR,Madison County,0.714459538,1.202337146,0.061926425,-0.118121795,-1.405874968,0.285557747
AR,Marion County,0.688460529,0.08799807,-0.828095198,-0.377042025,0.670138717,-0.485600501
AR,Miller County,0.327055305,-0.301796615,-1.102831483,0.653497934,0.642716229,-0.540263355
AR,Mississippi County,0.786282539,-0.329645544,1.266443968,1.550082207,0.700491786,0.97474134
AR,Monroe County,1.128801942,-1.550046325,0.295127958,1.186017632,0.833116353,-0.339920431
AR,Montgomery County,1.20963347,0.339154869,-1.017580271,-0.569306195,0.672281742,-0.577392697
AR,Nevada County,1.076143503,0.556505322,-0.873487413,-0.136395916,0.678899765,-0.249322578
AR,Newton County,1.007873535,1.399629474,-0.409334838,-0.601253748,0.213406086,0.263672769
AR,Ouachita County,0.604580164,-0.128596529,-1.565438867,-0.910363138,0.111546025,-1.251938224
AR,Perry County,0.74492985,1.093301177,-0.114343569,-0.069620766,0.109506935,0.420995563
AR,Phillips County,0.754189193,-0.639770508,-0.660080433,1.382064223,0.763192058,-0.312866807
AR,Pike County,1.126998544,-0.538146913,-0.122135386,-0.071158297,0.664159536,-0.396243423
AR,Poinsett County,1.027971625,0.055483937,-0.666231036,1.295652509,0.761102319,-0.005538176
AR,Polk County,0.852380037,-0.403626233,-0.145529374,-0.536392093,0.106757909,-0.527320743
AR,Pope County,-0.125462458,0.355393142,-0.714679599,0.310739338,-0.023276284,-0.125139311
AR,Prairie County,0.798288167,0.47908628,-0.539122283,1.009043694,0.748128772,0.245264202
AR,Pulaski County,-1.315078735,-0.714072824,-0.402785897,-0.164092526,0.148222387,-0.450938523
AR,Randolph County,0.655071795,0.520121992,0.793342113,0.957717121,0.734221339,1.027519345
AR,St. Francis County,0.923005641,-0.03545535,-0.512293756,0.975506067,-1.420996666,-0.445832789
AR,Saline County,-0.652188361,1.487835169,-0.084287606,-1.283161521,-0.005289336,0.494991362
AR,Scott County,1.489137053,0.423075199,0.347887337,-0.829145014,-0.120203346,-0.009251794
AR,Searcy County,1.271947861,0.321469903,-0.676646233,-0.534606516,0.019931486,-0.514819324
AR,Sebastian County,-0.245567143,-0.110925667,-1.586627722,-0.675059795,0.135867253,-1.077968359
AR,Sevier County,1.167283297,-0.156784102,0.256748706,-0.280760735,0.691529393,-0.032535661
AR,Sharp County,0.818087637,-0.298379123,0.048649788,-0.155926302,0.691395283,-0.148148656
AR,Stone County,0.93965745,-0.288455367,-0.250671446,-0.257869571,0.116602972,-0.46344474
AR,Union County,0.439271837,-0.743740261,-0.724387467,-1.12830925,0.709120035,-1.022895336
AR,Van Buren County,1.042801142,0.130090684,0.955550373,-0.649258375,0.138225973,0.334107101
AR,Washington County,-1.004526615,0.063284323,-1.146181583,-0.098812781,-0.374586791,-0.582693577
AR,White County,0.128188133,0.679680586,0.509758592,0.907430887,0.761874914,1.012162924
AR,Woodruff County,0.827442408,-0.674683332,-0.193711579,1.217310429,-0.459771276,-0.348469496
AR,Yell County,0.894554734,0.95936805,-0.632036328,0.275696903,0.117203854,0.126674846
CA,Alameda County,-3.628683567,-0.159816697,-0.785139322,-0.599521399,1.670758009,0.102514051
CA,Alpine County,-0.339833617,-3.097319365,1.31917429,-2.982784033,0.331169695,-1.56018734
CA,Amador County,-0.779569745,0.024597142,-0.821028769,-0.83402741,1.571364403,-0.271923244
CA,Butte County,-1.127799869,-0.172998667,-0.906466663,0.865868092,1.148608565,-0.01981263
CA,Calaveras County,-0.957135677,0.153674141,-0.65320456,-1.120295167,1.066703439,-0.253659129
CA,Colusa County,0.079742968,0.015908675,-1.042320967,1.247398973,0.18535544,-0.237146139
CA,Contra Costa County,-3.251295567,0.531849146,-0.793992817,0.199479222,1.752547264,0.637615442
CA,Del Norte County,0.023664976,-0.753177643,0.746350706,-1.08701241,0.17063947,-0.227921262
CA,El Dorado County,-2.095440626,0.217159167,-0.367928475,-1.003360868,1.682865024,0.237298936
CA,Fresno County,-0.762731731,0.811067998,0.056043278,1.631516337,1.915132284,1.344712615
CA,Glenn County,-0.153783947,-0.040043663,0.633841574,1.19867146,0.09367127,0.686855733
CA,Humboldt County,-1.528694272,-0.808998108,-1.001917601,-1.378781199,0.360585272,-1.088289857
CA,Imperial County,0.086731032,1.12157464,-0.909116089,0.325758666,1.593416452,0.451585978
CA,Inyo County,-0.751711607,-1.248473644,0.666874409,-2.847913265,1.683517694,-0.60568738
CA,Kern County,-0.333816111,1.000223994,-0.814255178,0.960878849,2.047879219,0.745797336
CA,Kings County,0.013675691,1.662055373,1.67833662,1.667548776,1.728928089,2.591972113
CA,Lake County,-0.299734145,-0.096821867,0.141621456,-0.428333908,1.644273996,0.266785681
CA,Lassen County,0.01727597,0.461606532,-0.783806026,-1.179368734,0.543209553,-0.405512691
CA,Los Angeles County,-2.887069225,0.357869416,-1.16996944,-0.510634005,1.928674102,0.133244127
CA,Madera County,-0.161904499,1.241626024,2.817653418,1.126032352,1.224265575,2.804388285
CA,Marin County,-4.79866457,-1.119213581,-0.207437798,-1.072711229,1.5165627,-0.07707873
CA,Mariposa County,-0.224411473,-0.051736351,0.500353336,-2.267504692,0.865332305,-0.13731657
CA,Mendocino County,-1.349313498,-1.093204975,-1.559517384,-0.478106201,1.230819225,-1.183164358
CA,Merced County,-0.049431819,1.394189239,-0.780188501,1.653877378,1.834703922,1.076407909
CA,Modoc County,0.434870809,-1.423966169,-0.052081663,-0.807992816,0.237294242,-1.007359028
CA,Mono County,-1.505013347,-2.089068651,-1.810286641,-1.828680396,1.348797917,-2.161570311
CA,Monterey County,-1.954569459,0.370082468,-2.163602829,0.783983052,1.74692452,-0.246560857
CA,Napa County,-2.417008162,-0.177000418,0.185771167,0.790459335,1.798283219,0.870408893
CA,Nevada County,-2.027084589,-0.574181378,0.258257747,-1.889230371,1.672358155,-0.067117713
CA,Orange County,-3.33452177,0.094389632,-0.163321778,-0.204383254,1.594956875,0.64058131
CA,Placer County,-2.512176037,0.194434062,2.259498835,-0.52011162,1.757918715,1.912731886
CA,Plumas County,-0.583141267,-2.079846382,0.412488461,-2.10550642,0.186242878,-1.303690672
CA,Riverside County,-1.308981895,1.574082494,-1.368470192,0.171904698,1.845256448,0.620954514
CA,Sacramento County,-2.041579723,0.448643923,1.073356271,1.048412681,1.73620069,1.71339643
CA,San Benito County,-1.635609627,0.759923935,0.426470011,-0.1747282,1.486748099,1.094611645
CA,San Bernardino County,-1.132181883,1.299496174,-0.011152485,-1.796005607,1.840949059,0.713924885
CA,San Diego County,-2.890928745,0.328026801,1.675050974,0.009848909,1.800450802,1.846005082
CA,San Francisco County,-4.820417404,-1.221515894,1.008978248,-0.157864094,1.587136269,0.812921047
CA,San Joaquin County,-1.075847149,1.147759199,1.251045704,1.841739535,1.65912199,2.250215292
CA,San Luis Obispo County,-2.349694252,-0.658528686,0.751861155,0.469393402,1.664652109,0.819471657
CA,San Mateo County,-4.168321609,0.099940233,-0.211823821,-0.313933492,1.694505453,0.715405524
CA,Santa Barbara County,-2.582613945,-0.300241232,0.64838475,0.599989772,1.635925412,1.009827852
CA,Santa Clara County,-4.197668552,0.436081797,0.843446493,-0.073990837,1.82883358,1.585156798
CA,Santa Cruz County,-3.212888479,-0.597270072,0.973967016,0.597870886,1.838935018,1.15721643
CA,Shasta County,-0.871572554,-0.6290676,0.500771761,-1.0871315,0.806651413,-0.064919472
CA,Sierra County,-0.241778612,-1.31137979,-0.850093365,-1.437930107,0.342350096,-1.455928683
CA,Siskiyou County,-0.472432703,-1.731313109,-1.446662188,-0.703162193,0.217902973,-1.821437001
CA,Solano County,-1.840407133,0.591632545,-0.476235449,0.738381147,1.659726501,0.78741914
CA,Sonoma County,-2.723905802,-0.220675305,0.621138453,0.853094339,1.699760199,1.132555485
CA,Stanislaus County,-0.74313277,0.833165526,0.392779768,1.655213833,1.833299875,1.536087155
CA,Sutter County,-0.598077059,0.811210275,0.509889007,1.42996943,0.383094132,1.241008043
CA,Tehama County,0.025059152,0.157527789,0.037902772,0.017707115,0.182237476,0.140822083
CA,Trinity County,-0.436448723,-0.792886317,-1.236392975,-2.569660664,0.25180909,-1.684365392
CA,Tulare County,-0.005065973,1.150190234,-1.688979864,1.450633168,1.727748632,0.351570696
CA,Tuolumne County,-0.68747288,-0.579016924,0.627058685,-2.447814703,1.298222542,-0.250051618
CA,Ventura County,-2.773769617,0.488706857,-1.03162694,0.81411165,1.559219718,0.539717138
CA,Yolo County,-2.365164042,0.50148356,1.750190854,1.259643555,1.752476573,2.226319075
CA,Yuba County,-0.025268082,0.916744232,0.350736916,0.484782636,0.881844878,0.981024444
CO,Adams County,-1.05724299,1.111076355,-0.367674679,0.629954636,0.803684592,0.833622098
CO,Alamosa County,0.201942548,-1.643610716,1.359209061,0.43995437,0.491851211,0.079476282
CO,Arapahoe County,-2.158430576,-0.012568342,-1.288883448,0.230108842,0.883301973,-0.231532663
CO,Archuleta County,-0.595618606,-2.053995371,0.641884387,-0.993656337,-1.369094253,-1.162888885
CO,Baca County,0.624787271,-1.671956062,-1.407377005,0.228118092,0.884532154,-1.544839382
CO,Bent County,0.928878784,0.194195643,-2.495168209,-0.497426659,0.667729676,-1.440076232
CO,Boulder County,-3.462339878,-1.059342861,-1.933379769,0.285974473,0.679852843,-1.007382751
CO,Broomfield County,-1.00414598,0.144397631,-6.539625645,-0.105689876,-1.37282908,-3.79578805
CO,Chaffee County,-1.175489426,-1.953414202,0.832778573,-0.892298698,0.654974997,-0.518140137
CO,Cheyenne County,0.565979004,-1.70227313,-1.352541566,0.148458257,0.772193372,-1.563808322
CO,Clear Creek County,-1.536284089,-1.028518081,-1.942634821,-1.573548198,0.686633945,-1.7278409
CO,Conejos County,0.745382845,0.563640356,-0.662442029,-0.138381958,0.867429554,-0.047325112
CO,Costilla County,1.042408109,-0.506633997,-1.99039495,-0.141244844,0.675759852,-1.446633816
CO,Crowley County,1.162812591,1.980635285,-1.944980502,0.099978656,-1.379157186,-0.439242125
CO,Custer County,0.065020099,-1.696573734,-1.55971241,-0.938767076,-1.387454987,-2.300446749
CO,Delta County,-0.244517833,-0.555359066,-1.588737845,-0.039040063,0.733507037,-1.038522959
CO,Denver County,-2.296862602,-0.966172755,-1.188373804,-1.192397356,0.245087937,-1.150853753
CO,Dolores County,1.235058665,-0.84716481,1.137430191,-0.484190732,-1.367263436,-0.347308278
CO,Douglas County,-3.514140129,0.826926112,-2.304641724,-0.543456793,0.832083404,-0.395432979
CO,Eagle County,-2.773373365,-1.573829532,0.098064907,-1.205466986,0.698947251,-0.597935498
CO,Elbert County,-1.405200839,0.910278738,-1.624625325,0.026737852,0.671637237,-0.12306603
CO,El Paso County,-1.832009435,0.088652745,-0.698788524,-0.326944798,0.963300824,-0.013957133
CO,Fremont County,-0.175747111,-0.10139405,0.173413932,-1.66465354,0.623931587,-0.24544774
CO,Garfield County,-1.292953253,-0.780004621,-0.712734401,-1.237345338,0.726242721,-0.833940983
CO,Gilpin County,-1.110389948,0.533742666,-1.204854846,-1.549152851,-0.08476609,-0.672842503
CO,Grand County,-1.156113148,-2.060798407,-0.484527677,-1.061826825,0.746910334,-1.353270531
CO,Gunnison County,-2.153781652,-2.458862543,-1.471228838,-1.257763743,0.659930646,-2.06231308
CO,Hinsdale County,0.171738908,-3.991314411,-1.654989839,-2.633842468,-1.378121257,-4.024372578
CO,Huerfano County,0.054024179,-1.824118972,-2.276363611,-1.231383443,0.728014231,-2.452018023
CO,Jackson County,0.67892772,-1.243144512,-1.397808075,-0.681476295,0.36994648,-1.650694013
CO,Jefferson County,-2.501318455,-0.213253424,-1.969382882,-1.342610598,0.833601713,-1.09631598
CO,Kiowa County,0.754731536,-1.297241688,0.950705171,0.281149656,0.724439621,-0.038397416
CO,Kit Carson County,0.402787745,-1.586419225,-2.152361631,0.537466586,0.915672004,-1.808077335
CO,Lake County,0.138209999,-1.286153793,-1.650556207,-1.459594607,0.689508855,-1.887660265
CO,La Plata County,-2.110666752,-1.317731142,-1.640619159,-1.050994515,0.859618783,-1.46696353
CO,Larimer County,-2.282132626,-0.234237552,-0.954956174,-0.044342957,0.869557083,-0.216823563
CO,Las Animas County,0.237482205,-1.132736206,-0.250814021,-1.02816546,-1.37403512,-1.29983139
CO,Lincoln County,0.638201058,-1.050639033,-0.930829644,0.199378878,0.723100603,-0.983340025
CO,Logan County,0.292208165,-0.448669702,-1.94085443,0.573594332,1.311883807,-0.985018551
CO,Mesa County,-1.067501307,-0.101695329,-1.006903172,-0.513227105,0.827946782,-0.46390745
CO,Mineral County,-0.597790241,-3.952361345,-0.82864964,-2.075987101,-1.380506158,-3.289356709
CO,Moffat County,0.163850263,-0.86335355,-2.529457331,-0.953625202,0.708359897,-2.031708717
